Id,DisplayName,Reputation,Tier,CreationDate,Location,UpVotes,DownVotes,GoldBadges,SilverBadges,BronzeBadges,LastAccessDate
31159,user_31159,14,beginner,2013-11-13,India,56,7,0,0,0,2014-08-22
31160,cybergeek5527,11,beginner,2016-03-18,,62,9,0,0,0,2019-02-07
31161,arjun_ali987,128,beginner,2021-05-01,United States,48,7,0,0,2,2021-08-06
31162,ethan_smith602,11,beginner,2009-02-18,United Kingdom,48,2,0,0,0,2015-07-30
31163,algocoder410,53,beginner,2012-03-06,United States,51,3,0,0,1,2017-02-19
31164,user_31164,111,beginner,2011-11-27,United States,51,6,0,0,2,2023-03-05
31165,stackguru5023,34,beginner,2016-08-23,United States,51,4,0,0,0,2018-10-12
31166,hackcoder9043,19,beginner,2016-07-24,Netherlands,48,4,0,0,0,2020-09-21
31167,user_31167,137,beginner,2021-05-23,France,46,6,0,0,2,2023-05-13
31168,wei_ali105,51,beginner,2009-09-25,India,56,6,0,0,1,2010-02-10
31169,emma_nguyen206,396,beginner,2018-07-09,United States,45,5,0,0,7,2022-01-02
31170,user_31170,11,beginner,2014-01-24,United States,45,5,0,0,0,2016-04-28
31171,user_31171,56,beginner,2008-12-24,United States,46,12,0,0,1,2009-05-23
31172,user_31172,71,beginner,2020-03-26,,46,4,0,0,1,2021-12-18
31173,user_31173,141,beginner,2008-01-31,United Kingdom,52,1,0,0,2,2017-04-13
31174,datageek2158,5,beginner,2021-03-19,United States,46,7,0,0,0,2023-03-22
31175,hans_jones626,64,beginner,2011-12-25,Japan,47,6,0,0,1,2017-01-05
31176,noah_zhang443,73,beginner,2010-09-13,France,45,5,0,0,1,2023-03-24
31177,stackmaster4702,10,beginner,2012-07-07,Spain,42,5,0,0,0,2020-02-02
31178,techdev854,1,beginner,2021-12-18,United States,46,3,0,0,0,2022-05-18
31179,user_31179,5,beginner,2019-11-24,United States,51,2,0,0,0,2023-02-08
31180,dataer4031,23,beginner,2014-11-26,Pakistan,62,8,0,0,0,2017-02-23
31181,priya_zhang955,657,beginner,2013-01-18,India,45,3,0,1,13,2022-06-27
31182,hackstack251,12,beginner,2010-04-01,Canada,60,3,0,0,0,2011-09-01
31183,user_31183,1450,intermediate,2015-11-06,United States,70,2,0,2,29,2022-05-19
31184,user_31184,526,beginner,2019-02-05,,37,5,0,1,10,2022-06-15
31185,liam_mueller441,176,beginner,2009-07-31,Pakistan,42,4,0,0,3,2021-03-11
31186,codemaster9851,59,beginner,2009-04-05,Canada,42,6,0,0,1,2011-12-13
31187,pixelguru1805,587,beginner,2019-05-25,France,59,6,0,1,11,2023-05-02
31188,user_31188,514,beginner,2018-10-25,Germany,58,5,0,1,10,2021-10-26
31189,user_31189,539,beginner,2014-05-21,India,37,4,0,1,10,2015-06-05
31190,bytemaster9326,212,beginner,2018-04-29,India,63,6,0,0,4,2020-11-18
31191,user_31191,91,beginner,2015-07-13,United States,59,7,0,0,1,2020-01-07
31192,user_31192,37,beginner,2017-06-04,India,57,4,0,0,0,2021-03-18
31193,user_31193,50,beginner,2010-11-14,India,49,3,0,0,1,2022-01-04
31194,ava_mueller898,14,beginner,2020-03-28,Poland,53,10,0,0,0,2022-11-15
31195,devgeek7893,13,beginner,2019-10-08,United States,49,6,0,0,0,2021-09-27
31196,user_31196,32,beginner,2020-03-02,United Kingdom,45,5,0,0,0,2022-12-05
31197,user_31197,133,beginner,2010-06-22,India,45,4,0,0,2,2013-02-07
31198,fatima_smith475,35,beginner,2014-07-08,United Kingdom,57,2,0,0,0,2019-05-29
31199,arjun_kumar703,223,beginner,2012-05-01,Canada,50,2,0,0,4,2021-03-04
31200,user_31200,8,beginner,2015-08-19,Germany,51,3,0,0,0,2016-01-20
31201,sophia_nguyen12,8,beginner,2014-04-29,United States,41,4,0,0,0,2023-03-17
31202,priya_nguyen274,185,beginner,2014-03-05,India,48,5,0,0,3,2015-01-06
31203,user_31203,25,beginner,2021-06-16,United States,48,3,0,0,0,2022-07-03
31204,user_31204,10,beginner,2017-01-25,Australia,52,4,0,0,0,2020-02-22
31205,emma_jones531,13,beginner,2022-03-26,Brazil,66,3,0,0,0,2022-07-31
31206,yuki_nguyen180,75,beginner,2015-09-22,Bangladesh,47,3,0,0,1,2021-11-19
31207,user_31207,4,beginner,2019-01-25,India,43,3,0,0,0,2023-01-19
31208,cyberwizard5847,34,beginner,2012-05-19,Netherlands,61,5,0,0,0,2023-03-26
31209,user_31209,30,beginner,2014-12-19,United States,45,5,0,0,0,2017-03-04
31210,devstack3609,2,beginner,2014-04-03,Netherlands,66,7,0,0,0,2019-01-03
31211,user_31211,2,beginner,2019-04-27,United States,46,3,0,0,0,2020-05-24
31212,mason_garcia912,6,beginner,2016-05-07,India,55,2,0,0,0,2018-06-08
31213,hans_nguyen851,39,beginner,2012-10-05,United Kingdom,44,4,0,0,0,2021-07-18
31214,pixelpro2887,62,beginner,2019-10-30,India,58,6,0,0,1,2020-08-25
31215,user_31215,50,beginner,2019-09-26,Netherlands,55,7,0,0,1,2022-06-15
31216,techninja4222,1577,intermediate,2009-12-29,India,50,2,0,3,31,2016-12-01
31217,binaryer3356,42,beginner,2013-11-24,Netherlands,49,4,0,0,0,2020-08-09
31218,user_31218,54,beginner,2016-04-24,Pakistan,35,7,0,0,1,2019-04-05
31219,user_31219,383,beginner,2021-03-05,Canada,53,4,0,0,7,2023-08-02
31220,byteguru5833,274,beginner,2021-11-15,United Kingdom,53,6,0,0,5,2021-12-21
31221,asyncninja2406,75,beginner,2011-09-09,Poland,47,4,0,0,1,2022-04-08
31222,user_31222,18,beginner,2014-01-15,Canada,39,4,0,0,0,2016-11-02
31223,nullstack9734,50,beginner,2010-02-22,Canada,55,4,0,0,1,2014-07-27
31224,priya_kumar619,81,beginner,2009-01-04,Canada,55,5,0,0,1,2017-05-03
31225,algoninja9716,124,beginner,2012-12-20,United States,54,8,0,0,2,2019-07-06
31226,user_31226,36,beginner,2020-07-23,United States,46,5,0,0,0,2021-07-09
31227,hans_nguyen762,24,beginner,2013-12-08,United States,55,5,0,0,0,2023-04-24
31228,cyberninja7357,498,beginner,2011-02-20,Canada,49,3,0,0,9,2023-05-20
31229,devwizard6848,72,beginner,2011-07-31,United States,41,4,0,0,1,2016-05-31
31230,ava_kim525,24,beginner,2018-04-24,,47,4,0,0,0,2019-05-12
31231,devhacker5054,4,beginner,2016-02-18,United States,37,9,0,0,0,2020-09-29
31232,binarywizard1851,1038,intermediate,2014-10-29,Netherlands,43,6,0,2,20,2022-05-16
31233,user_31233,14,beginner,2013-05-22,Brazil,54,7,0,0,0,2018-03-19
31234,user_31234,18,beginner,2021-11-28,,42,7,0,0,0,2023-11-30
31235,user_31235,48,beginner,2010-02-01,India,49,4,0,0,0,2021-07-29
31236,bytecoder5595,3,beginner,2019-06-10,Netherlands,44,5,0,0,0,2022-11-25
31237,algohacker6658,25,beginner,2022-09-23,United Kingdom,38,4,0,0,0,2023-02-15
31238,user_31238,1464,intermediate,2019-11-09,India,43,11,0,2,29,2021-08-25
31239,binaryhacker1390,66,beginner,2015-12-25,United Kingdom,40,1,0,0,1,2023-12-02
31240,user_31240,25,beginner,2016-11-19,United Kingdom,48,5,0,0,0,2022-03-11
31241,user_31241,36,beginner,2020-08-24,United States,33,6,0,0,0,2022-10-08
31242,user_31242,13,beginner,2010-01-22,Brazil,60,4,0,0,0,2019-01-13
31243,priya_kim174,79,beginner,2019-12-16,United States,66,5,0,0,1,2023-05-21
31244,datadev614,21,beginner,2010-07-04,Germany,64,6,0,0,0,2020-04-28
31245,user_31245,287,beginner,2010-02-24,United Kingdom,38,1,0,0,5,2012-02-27
31246,user_31246,132,beginner,2008-08-27,United States,43,2,0,0,2,2020-12-29
31247,user_31247,9,beginner,2009-07-10,India,47,6,0,0,0,2022-05-13
31248,techgeek7638,309,beginner,2017-04-22,France,49,4,0,0,6,2017-05-08
31249,hans_kumar340,1,beginner,2009-05-09,United States,50,7,0,0,0,2017-11-25
31250,user_31250,808,beginner,2018-03-16,United States,49,7,0,1,16,2022-06-16
31251,techer1423,111,beginner,2009-05-19,,48,1,0,0,2,2015-02-24
31252,user_31252,15,beginner,2011-01-16,Canada,38,6,0,0,0,2015-11-10
31253,stackcoder6335,2553,intermediate,2013-05-19,Russia,65,6,0,5,51,2023-12-18
31254,yuki_mueller827,1,beginner,2020-09-12,Germany,49,6,0,0,0,2023-04-29
31255,yuki_ali704,66,beginner,2010-04-11,United States,41,4,0,0,1,2011-03-13
31256,pixelninja9060,28,beginner,2013-03-23,Canada,55,7,0,0,0,2021-11-26
31257,user_31257,183,beginner,2009-08-07,United States,38,2,0,0,3,2022-10-29
31258,fatima_nguyen428,42,beginner,2011-03-29,United States,51,6,0,0,0,2020-04-01
31259,user_31259,27,beginner,2015-12-02,India,35,7,0,0,0,2023-08-23
31260,user_31260,171,beginner,2019-02-06,United Kingdom,63,5,0,0,3,2019-08-09
31261,user_31261,105,beginner,2015-10-08,United States,52,6,0,0,2,2017-10-31
31262,user_31262,73,beginner,2017-04-06,India,54,6,0,0,1,2022-06-14
31263,algopro5228,287,beginner,2013-03-25,Canada,53,7,0,0,5,2014-11-22
31264,mason_mueller163,83,beginner,2010-12-14,Germany,50,5,0,0,1,2019-10-20
31265,ethan_jones803,96,beginner,2017-10-03,United Kingdom,61,4,0,0,1,2023-01-11
31266,james_jones56,46,beginner,2020-04-23,Sweden,52,9,0,0,0,2022-06-22
31267,binaryninja6845,245,beginner,2016-11-17,,45,8,0,0,4,2021-03-09
31268,hackninja1912,4,beginner,2009-07-20,Russia,44,7,0,0,0,2018-11-04
31269,binarycoder7508,58,beginner,2022-09-23,Canada,44,7,0,0,1,2023-06-01
31270,liam_zhang230,164,beginner,2010-10-23,India,46,2,0,0,3,2018-08-25
31271,emma_mueller155,20,beginner,2016-02-02,Canada,45,7,0,0,0,2021-12-04
31272,wei_kim992,116,beginner,2019-05-07,Brazil,53,6,0,0,2,2020-03-18
31273,techcoder6734,125,beginner,2022-07-02,India,65,3,0,0,2,2023-04-27
31274,cyberguru6015,35,beginner,2015-12-29,United Kingdom,64,2,0,0,0,2021-03-09
31275,wei_patel82,19,beginner,2021-07-26,Germany,52,5,0,0,0,2022-01-04
31276,hacker7971,147,beginner,2014-05-26,Australia,33,9,0,0,2,2017-09-27
31277,devcoder1508,1,beginner,2009-03-06,United States,40,7,0,0,0,2022-02-14
31278,user_31278,474,beginner,2010-03-31,Russia,43,4,0,0,9,2014-08-31
31279,stackcoder6798,2,beginner,2021-07-20,India,63,4,0,0,0,2023-11-29
31280,pixelguru8768,22,beginner,2009-04-28,Canada,58,3,0,0,0,2020-05-25
31281,emma_kumar578,63,beginner,2021-08-21,United States,60,3,0,0,1,2022-05-28
31282,byteguru8263,23,beginner,2014-06-06,India,40,5,0,0,0,2015-10-31
31283,user_31283,10,beginner,2022-02-09,United Kingdom,40,9,0,0,0,2022-03-22
31284,mason_smith811,15,beginner,2022-07-18,Brazil,56,6,0,0,0,2022-11-16
31285,olivia_mueller620,1,beginner,2009-02-27,Germany,52,7,0,0,0,2016-12-20
31286,mason_ali465,77,beginner,2017-03-14,United Kingdom,56,3,0,0,1,2023-11-06
31287,cybermaster7500,92,beginner,2008-06-07,France,62,3,0,0,1,2015-10-24
31288,cyberguru6114,21,beginner,2012-09-12,Canada,60,4,0,0,0,2019-07-09
31289,asyncgeek7070,6,beginner,2022-01-05,Bangladesh,46,5,0,0,0,2022-07-05
31290,stackpro8014,33,beginner,2022-10-09,Australia,45,9,0,0,0,2022-12-28
31291,liam_jones474,77,beginner,2010-01-13,Germany,56,3,0,0,1,2016-09-17
31292,ethan_kim938,16,beginner,2022-10-01,Australia,64,8,0,0,0,2023-01-18
31293,liam_patel67,22,beginner,2010-09-13,India,51,7,0,0,0,2020-11-16
31294,datadev2384,167,beginner,2012-12-29,Pakistan,49,4,0,0,3,2014-05-08
31295,user_31295,5,beginner,2015-09-09,India,51,7,0,0,0,2019-03-08
31296,cyberhacker5947,161,beginner,2011-03-20,United States,56,4,0,0,3,2022-07-24
31297,binaryer3438,139,beginner,2008-12-06,Germany,56,3,0,0,2,2015-05-05
31298,codestack9027,146,beginner,2010-11-14,United States,52,2,0,0,2,2011-07-24
31299,hackdev6458,7,beginner,2008-12-08,Australia,56,7,0,0,0,2015-09-22
31300,user_31300,58,beginner,2016-09-09,France,43,4,0,0,1,2021-10-29
31301,nullpro6031,90,beginner,2017-06-20,,44,2,0,0,1,2017-10-01
31302,user_31302,121,beginner,2012-08-23,India,48,5,0,0,2,2017-02-16
31303,user_31303,143,beginner,2020-05-14,India,54,4,0,0,2,2020-09-03
31304,gitstack4554,375,beginner,2019-07-12,United States,39,7,0,0,7,2023-12-11
31305,ava_zhang162,75,beginner,2012-12-24,India,55,8,0,0,1,2023-06-03
31306,olivia_patel621,93,beginner,2013-03-28,United States,42,8,0,0,1,2021-06-01
31307,mason_garcia115,5,beginner,2013-11-20,,42,2,0,0,0,2022-07-18
31308,user_31308,53,beginner,2017-01-01,United Kingdom,49,6,0,0,1,2020-06-20
31309,yuki_nguyen824,49,beginner,2020-06-11,India,44,5,0,0,0,2022-08-30
31310,james_ali12,30,beginner,2011-09-05,United Kingdom,59,5,0,0,0,2013-10-01
31311,sophia_garcia61,134,beginner,2012-12-01,France,55,13,0,0,2,2018-02-09
31312,user_31312,49,beginner,2015-02-10,Bangladesh,49,5,0,0,0,2019-06-26
31313,user_31313,24,beginner,2011-09-27,India,48,8,0,0,0,2015-01-14
31314,user_31314,26,beginner,2017-09-23,Australia,38,5,0,0,0,2021-02-02
31315,gitguru1606,398,beginner,2009-03-10,,53,4,0,0,7,2011-05-22
31316,sophia_zhang403,377,beginner,2022-08-24,,59,4,0,0,7,2022-09-04
31317,olivia_garcia600,84,beginner,2012-02-27,France,40,2,0,0,1,2020-09-10
31318,fatima_kim385,298,beginner,2012-06-30,United States,45,3,0,0,5,2017-07-15
31319,priya_garcia108,288,beginner,2012-01-07,India,48,10,0,0,5,2019-02-05
31320,user_31320,59,beginner,2019-02-28,Bangladesh,49,6,0,0,1,2020-10-03
31321,user_31321,10,beginner,2010-07-03,United States,47,3,0,0,0,2013-05-25
31322,codedev8749,159,beginner,2016-12-13,Russia,54,9,0,0,3,2021-07-06
31323,user_31323,223,beginner,2017-11-24,Canada,40,10,0,0,4,2019-11-10
31324,cyberhacker8036,34,beginner,2019-02-28,Netherlands,45,6,0,0,0,2023-08-26
31325,cyberstack6160,713,beginner,2015-11-02,France,37,7,0,1,14,2018-02-09
31326,asyncstack793,241,beginner,2017-01-21,United States,53,5,0,0,4,2020-09-21
31327,algostack4039,59,beginner,2014-09-28,United Kingdom,53,3,0,0,1,2023-06-19
31328,bytedev4963,24,beginner,2009-08-06,United States,64,4,0,0,0,2019-02-26
31329,user_31329,164,beginner,2008-03-18,United States,41,9,0,0,3,2022-11-18
31330,stackgeek1447,140,beginner,2011-07-08,United Kingdom,41,6,0,0,2,2021-08-04
31331,bytemaster6908,736,beginner,2018-07-13,United Kingdom,54,7,0,1,14,2021-02-25
31332,ethan_garcia632,3,beginner,2018-07-15,India,43,4,0,0,0,2021-02-06
31333,user_31333,22,beginner,2016-11-04,India,57,3,0,0,0,2020-02-10
31334,yuki_zhang834,12,beginner,2018-12-21,United States,61,8,0,0,0,2021-03-28
31335,cybergeek6917,83,beginner,2019-11-05,,51,6,0,0,1,2023-11-10
31336,nullmaster4211,127,beginner,2017-04-22,Russia,58,7,0,0,2,2020-07-27
31337,user_31337,307,beginner,2015-01-16,India,55,5,0,0,6,2017-03-10
31338,emma_zhang210,419,beginner,2010-12-03,Russia,42,3,0,0,8,2015-09-28
31339,algowizard2781,7,beginner,2009-09-23,Brazil,45,5,0,0,0,2020-09-20
31340,user_31340,188,beginner,2009-08-03,United States,45,4,0,0,3,2016-01-19
31341,liam_smith894,110,beginner,2009-08-03,United States,59,4,0,0,2,2021-08-17
31342,techmaster3528,47,beginner,2018-11-19,India,57,6,0,0,0,2021-11-23
31343,devdev2836,2204,intermediate,2018-01-24,France,39,3,0,4,44,2019-04-20
31344,olivia_smith255,2,beginner,2017-06-03,United Kingdom,39,4,0,0,0,2019-06-10
31345,isabella_nguyen23,94,beginner,2015-07-08,Australia,55,4,0,0,1,2017-11-04
31346,hackcoder1094,9,beginner,2016-04-03,United States,50,2,0,0,0,2017-03-06
31347,stackwizard1899,51,beginner,2011-10-12,United States,43,6,0,0,1,2021-08-15
31348,noah_kim912,102,beginner,2008-04-12,France,39,7,0,0,2,2014-05-18
31349,pixelhacker1406,193,beginner,2020-04-21,Brazil,48,5,0,0,3,2021-02-13
31350,priya_jones529,16,beginner,2017-02-26,United States,46,7,0,0,0,2022-05-05
31351,user_31351,32,beginner,2022-01-04,Japan,52,7,0,0,0,2022-05-12
31352,yuki_mueller584,6,beginner,2019-07-08,Brazil,62,2,0,0,0,2020-11-09
31353,mason_ali573,6,beginner,2013-09-11,United States,51,9,0,0,0,2015-10-09
31354,nullhacker2263,12,beginner,2014-11-12,Brazil,49,5,0,0,0,2019-08-29
31355,user_31355,5,beginner,2013-09-12,United States,61,3,0,0,0,2014-05-31
31356,hackdev7308,139,beginner,2008-10-02,United States,48,8,0,0,2,2015-01-24
31357,user_31357,13,beginner,2011-01-20,Sweden,62,6,0,0,0,2020-04-19
31358,user_31358,83,beginner,2012-04-14,United States,54,7,0,0,1,2012-05-25
31359,user_31359,216,beginner,2021-02-16,India,54,5,0,0,4,2023-08-20
31360,mason_kim120,1,beginner,2010-07-29,India,50,8,0,0,0,2011-05-17
31361,arjun_smith663,109,beginner,2008-09-19,Canada,44,7,0,0,2,2009-09-10
31362,user_31362,43,beginner,2017-02-21,Italy,57,2,0,0,0,2019-07-30
31363,gitdev2769,29,beginner,2012-06-20,India,54,6,0,0,0,2015-01-29
31364,user_31364,47,beginner,2009-10-19,Brazil,49,6,0,0,0,2014-04-05
31365,user_31365,66,beginner,2013-09-09,India,50,4,0,0,1,2021-04-13
31366,bytegeek8279,111,beginner,2008-08-09,Russia,52,5,0,0,2,2010-07-05
31367,user_31367,11,beginner,2014-08-02,Poland,48,9,0,0,0,2018-02-18
31368,user_31368,207,beginner,2020-02-05,France,51,7,0,0,4,2022-10-09
31369,giter3376,112,beginner,2016-05-03,India,49,6,0,0,2,2018-01-17
31370,hackpro9038,40,beginner,2021-08-18,United States,62,3,0,0,0,2023-09-08
31371,binarystack6123,3,beginner,2022-09-13,India,42,6,0,0,0,2023-10-06
31372,hackcoder9708,72,beginner,2020-06-23,United Kingdom,57,6,0,0,1,2022-08-20
31373,liam_garcia859,95,beginner,2019-05-10,India,60,2,0,0,1,2022-09-23
31374,devmaster3651,69,beginner,2016-08-17,India,52,4,0,0,1,2016-11-28
31375,liam_garcia975,8,beginner,2009-04-04,India,43,8,0,0,0,2014-12-30
31376,user_31376,11,beginner,2013-04-09,France,50,2,0,0,0,2019-01-06
31377,user_31377,705,beginner,2021-06-24,Russia,45,5,0,1,14,2023-02-20
31378,pixelpro6256,374,beginner,2009-03-09,United Kingdom,47,4,0,0,7,2010-08-23
31379,pixelwizard5592,172,beginner,2019-06-28,Brazil,45,7,0,0,3,2021-11-29
31380,user_31380,445,beginner,2013-10-09,United States,45,3,0,0,8,2022-12-01
31381,emma_zhang504,80,beginner,2021-09-23,United States,45,7,0,0,1,2023-06-26
31382,sophia_smith729,59,beginner,2010-09-18,India,52,3,0,0,1,2019-12-07
31383,asyncstack3417,148,beginner,2014-04-27,United States,41,7,0,0,2,2020-03-04
31384,user_31384,41,beginner,2019-12-12,United States,41,5,0,0,0,2023-06-22
31385,techcoder4137,34,beginner,2014-02-15,United Kingdom,40,4,0,0,0,2023-04-07
31386,codedev9878,4,beginner,2020-04-28,United States,37,9,0,0,0,2023-11-19
31387,user_31387,133,beginner,2013-05-10,Canada,43,2,0,0,2,2020-02-21
31388,priya_kumar184,9,beginner,2014-12-11,Canada,55,5,0,0,0,2021-07-19
31389,nullstack1104,46,beginner,2018-07-09,United States,66,6,0,0,0,2019-07-15
31390,user_31390,247,beginner,2012-07-17,Spain,46,3,0,0,4,2023-11-07
31391,user_31391,10,beginner,2019-12-19,United States,53,0,0,0,0,2021-02-15
31392,emma_smith826,80,beginner,2018-05-03,United States,52,12,0,0,1,2019-08-25
31393,cyberguru525,143,beginner,2020-11-30,Japan,52,4,0,0,2,2022-09-16
31394,user_31394,108,beginner,2017-04-11,United States,61,6,0,0,2,2018-01-08
31395,olivia_nguyen415,1912,intermediate,2020-09-24,United Kingdom,42,5,0,3,38,2022-02-21
31396,user_31396,40,beginner,2016-08-02,United Kingdom,59,3,0,0,0,2023-01-06
31397,cybercoder3537,34,beginner,2014-10-22,United States,53,5,0,0,0,2020-01-23
31398,user_31398,145,beginner,2021-09-06,United States,40,5,0,0,2,2023-02-22
31399,user_31399,21,beginner,2014-05-27,India,57,7,0,0,0,2017-05-05
31400,james_patel172,77,beginner,2012-02-19,Germany,50,2,0,0,1,2022-04-28
31401,james_ali740,20,beginner,2020-01-04,Canada,50,6,0,0,0,2022-03-11
31402,wei_nguyen388,214,beginner,2012-11-22,Australia,51,6,0,0,4,2021-08-29
31403,stackstack325,57,beginner,2008-05-21,United Kingdom,36,2,0,0,1,2017-05-12
31404,user_31404,140,beginner,2008-10-21,United States,59,6,0,0,2,2014-11-09
31405,ava_zhang878,7,beginner,2018-10-02,France,43,6,0,0,0,2023-12-19
31406,hackhacker8731,1763,intermediate,2011-04-01,United Kingdom,41,6,0,3,35,2017-11-18
31407,user_31407,64,beginner,2013-09-02,United Kingdom,49,12,0,0,1,2015-09-02
31408,user_31408,37,beginner,2014-12-10,Bangladesh,47,4,0,0,0,2021-07-27
31409,nullhacker940,808,beginner,2013-09-08,Pakistan,45,3,0,1,16,2013-09-08
31410,ethan_kumar372,16,beginner,2020-02-17,India,41,0,0,0,0,2020-05-06
31411,fatima_smith583,41,beginner,2020-06-14,France,41,8,0,0,0,2023-04-01
31412,ethan_jones977,41,beginner,2010-10-17,Australia,39,7,0,0,0,2019-02-07
31413,ethan_garcia552,62,beginner,2008-11-28,United States,45,8,0,0,1,2014-09-26
31414,cyberwizard7701,150,beginner,2015-09-25,United Kingdom,48,9,0,0,3,2021-05-02
31415,james_nguyen647,74,beginner,2020-07-15,Sweden,52,7,0,0,1,2021-10-26
31416,liam_patel506,35,beginner,2012-07-26,Bangladesh,48,3,0,0,0,2014-06-06
31417,techninja6909,20,beginner,2013-11-21,United States,51,9,0,0,0,2015-02-02
31418,olivia_smith988,831,beginner,2019-08-12,India,38,5,0,1,16,2019-09-21
31419,devguru5659,5657,intermediate,2014-05-16,India,49,6,1,11,113,2015-10-01
31420,cyberhacker2657,29,beginner,2017-06-07,Japan,43,3,0,0,0,2019-11-13
31421,user_31421,22,beginner,2021-01-27,India,59,8,0,0,0,2023-08-28
31422,nullninja9059,1481,intermediate,2008-10-23,United States,39,6,0,2,29,2020-03-06
31423,user_31423,1138,intermediate,2008-10-05,France,37,7,0,2,22,2013-04-06
31424,mason_kumar787,40,beginner,2010-05-28,,50,4,0,0,0,2010-08-04
31425,user_31425,45,beginner,2015-09-25,Canada,45,2,0,0,0,2023-04-19
31426,algoer9887,36,beginner,2019-04-17,United States,46,6,0,0,0,2020-04-06
31427,user_31427,788,beginner,2009-11-03,China,50,10,0,1,15,2015-02-16
31428,user_31428,144,beginner,2018-01-11,India,45,9,0,0,2,2020-12-29
31429,sophia_kumar10,66,beginner,2009-03-22,United States,55,4,0,0,1,2018-08-19
31430,user_31430,8,beginner,2009-09-19,Russia,54,1,0,0,0,2017-04-17
31431,user_31431,44,beginner,2021-09-30,Bangladesh,47,11,0,0,0,2023-12-19
31432,pixelstack3647,2,beginner,2012-06-18,China,48,3,0,0,0,2018-04-10
31433,emma_jones673,13,beginner,2014-02-21,France,39,7,0,0,0,2019-07-26
31434,user_31434,14,beginner,2012-01-08,Brazil,40,4,0,0,0,2017-10-02
31435,hans_patel213,56,beginner,2013-01-14,India,46,5,0,0,1,2020-05-24
31436,priya_kumar724,7,beginner,2014-12-20,United States,40,6,0,0,0,2015-02-16
31437,cybermaster9355,16,beginner,2011-01-17,United States,50,3,0,0,0,2014-04-12
31438,devpro5490,28,beginner,2008-05-20,United States,35,4,0,0,0,2014-10-24
31439,james_ali163,29,beginner,2018-05-10,United States,47,5,0,0,0,2022-07-14
31440,user_31440,7,beginner,2015-11-03,Poland,63,4,0,0,0,2021-09-28
31441,fatima_patel323,213,beginner,2016-01-03,United Kingdom,45,5,0,0,4,2016-09-12
31442,user_31442,201,beginner,2010-06-17,Germany,47,5,0,0,4,2016-08-22
31443,codeguru8209,334,beginner,2018-08-16,India,46,3,0,0,6,2023-09-24
31444,user_31444,180,beginner,2018-11-10,Bangladesh,40,5,0,0,3,2020-12-28
31445,emma_kumar370,8,beginner,2015-02-16,United States,58,6,0,0,0,2015-06-10
31446,devwizard3677,87,beginner,2016-02-07,United States,42,7,0,0,1,2017-01-01
31447,devdev8234,236,beginner,2013-08-12,,54,6,0,0,4,2020-11-02
31448,arjun_kim85,16,beginner,2019-08-22,United States,45,3,0,0,0,2023-01-28
31449,user_31449,157,beginner,2021-07-25,United States,50,3,0,0,3,2022-09-03
31450,gitninja3381,20,beginner,2017-04-24,United States,60,5,0,0,0,2021-01-25
31451,stackpro8256,1247,intermediate,2009-07-08,United States,52,4,0,2,24,2009-08-27
31452,noah_nguyen150,274,beginner,2021-06-11,Brazil,42,4,0,0,5,2021-12-21
31453,gitpro2075,273,beginner,2016-02-04,Netherlands,53,2,0,0,5,2022-12-31
31454,user_31454,62,beginner,2022-02-12,Canada,40,7,0,0,1,2023-08-13
31455,stackpro6981,72,beginner,2018-10-04,India,55,9,0,0,1,2021-09-06
31456,noah_patel110,88,beginner,2017-03-15,United States,49,8,0,0,1,2019-06-06
31457,user_31457,24,beginner,2012-09-07,United States,56,4,0,0,0,2023-04-29
31458,isabella_kim352,13,beginner,2017-04-10,Canada,59,6,0,0,0,2021-06-24
31459,ava_zhang180,3736,intermediate,2011-05-11,Brazil,45,2,0,7,74,2022-06-15
31460,pixelgeek4126,23,beginner,2013-04-03,Pakistan,50,7,0,0,0,2014-02-02
31461,user_31461,8,beginner,2017-07-08,United Kingdom,58,3,0,0,0,2022-12-10
31462,binarystack1353,77,beginner,2021-10-22,India,54,4,0,0,1,2022-02-19
31463,cyberpro6061,96,beginner,2015-12-21,United States,50,5,0,0,1,2019-11-22
31464,fatima_kumar410,68,beginner,2020-01-17,France,28,5,0,0,1,2021-07-31
31465,pixelmaster2344,10,beginner,2014-06-19,United States,33,2,0,0,0,2015-04-22
31466,user_31466,163,beginner,2011-09-08,France,31,4,0,0,3,2021-01-09
31467,user_31467,21,beginner,2009-05-22,,48,2,0,0,0,2019-02-22
31468,priya_jones61,18,beginner,2011-11-25,,42,5,0,0,0,2022-03-20
31469,liam_jones284,175,beginner,2009-09-04,United Kingdom,54,2,0,0,3,2020-03-09
31470,wei_patel951,124,beginner,2018-12-19,Germany,55,9,0,0,2,2019-10-03
31471,user_31471,29,beginner,2009-07-10,India,58,2,0,0,0,2020-07-18
31472,user_31472,29,beginner,2013-03-10,India,56,5,0,0,0,2021-11-16
31473,user_31473,36,beginner,2021-01-01,India,45,2,0,0,0,2022-10-01
31474,user_31474,73,beginner,2020-02-28,France,40,6,0,0,1,2022-01-31
31475,priya_smith519,33,beginner,2020-04-30,United States,45,10,0,0,0,2022-10-18
31476,gitstack3676,41,beginner,2021-07-21,United States,63,9,0,0,0,2022-01-08
31477,hans_kim625,21,beginner,2015-07-15,Italy,51,1,0,0,0,2021-11-24
31478,yuki_mueller5,106,beginner,2009-09-15,United States,53,7,0,0,2,2012-09-14
